OTU	Kingdom	Phylum	Order	Class	Family	Genus	Species	taxon	taxonomicLevel	trophicMode	guild	trait	growthForm	confidenceRanking	notes	citationSource
ASV802	Basidiomycota	Agaricomycetes	Boletales	Boletales_fam_Incertae_sedis	Chalciporus	na	na	Chalciporus	13	Pathotroph	Fungal Parasite	NULL	NULL	Possible	Previous reports suggested this genus is ectomycorrhizal, but it has never been found on root-tips, and is now treated as parasites of Amanita muscaria	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV803	Ascomycota	Dothideomycetes	Capnodiales	Capnodiales_fam_Incertae_sedis	Capnodiales_gen_Incertae_sedis	na	na	na	na	na	na	na	na	na	na	na
ASV804	Basidiomycota	Tritirachiomycetes	Tritirachiales	Tritirachiaceae	Tritirachium	na	na	Tritirachium	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV805	Kickxellomycota	GS19	GS19_ord_Incertae_sedis	GS19_ord_Incertae_sedis_fam_Incertae_sedis	GS19_ord_Incertae_sedis_gen_Incertae_sedis	na	na	na	na	na	na	na	na	na	na	na
ASV806	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Botrytis	na	na	Botrytis	13	Pathotroph	Plant Pathogen	NULL	Microfungus	Probable	NULL	The American Phytopathological Society Common Names of Plant Diseases ((https://www.apsnet.org/edcenter/resources/commonnames/Pages/default.aspx))
ASV807	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Toxicocladosporium	na	na	Toxicocladosporium	13	Pathotroph-Symbiotroph	Endophyte-Plant Pathogen	NULL	Microfungus	Probable	Isolated from leaves of Posoqueria and Eucalyptus camaldulensis (occurring within a single small lesion) as well as moldy paint	Crous PW, et al. 2009. Persoonia 22:83-94 ((https://doi.org/10.3767/003158509X439364))
ASV808	Basidiomycota	Atractiellomycetes	Atractiellales	Hoehnelomycetaceae	Hoehnelomycetaceae_gen_Incertae_sedis	na	na	na	na	na	na	na	na	na	na	na
ASV809	Ascomycota	Sordariomycetes	Myrmecridiales	Myrmecridiales_fam_Incertae_sedis	Myrmecridiales_gen_Incertae_sedis	na	na	na	na	na	na	na	na	na	na	na
ASV810	Basidiomycota	Cystobasidiomycetes	Cystobasidiales	Cystobasidiales_fam_Incertae_sedis	Begerowomyces	na	na	na	na	na	na	na	na	na	na	na
ASV811	Ascomycota	Dothideomycetes	Pleosporales	Dictyosporiaceae	Dictyosporium	na	na	Dictyosporium	13	Saprotroph	Undefined Saprotroph	NULL	Microfungus	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV812	Basidiomycota	Cystobasidiomycetes	Erythrobasidiales	Erythrobasidiales_fam_Incertae_sedis	Cyrenella	na	na	na	na	na	na	na	na	na	na	na
ASV813	Rozellomycota	Rozellomycetes	Rozellomycetes_ord_Incertae_sedis	Rozellomycetes_fam_Incertae_sedis	Rozellomycetes_gen_Incertae_sedis	na	na	na	na	na	na	na	na	na	na	na
ASV814	Ascomycota	Dothideomycetes	Pleosporales	Neomassarinaceae	Neomassarinaceae_gen_Incertae_sedis	na	na	na	na	na	na	na	na	na	na	na
ASV815	Ascomycota	Saccharomycetes	Saccharomycetales	Trichomonascaceae	Zygoascus	na	na	na	na	na	na	na	na	na	na	na
ASV816	Rozellomycota	Rozellomycotina_cls_Incertae_sedis	Branch02	Branch02_fam_Incertae_sedis	Branch02_gen_Incertae_sedis	na	na	na	na	na	na	na	na	na	na	na
ASV817	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Akanthomyces	na	na	Akanthomyces	13	Pathotroph	Animal Pathogen	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV818	Glomeromycota	Archaeosporomycetes	Archaeosporales	Ambisporaceae	Ambispora	na	na	Ambispora	13	Symbiotroph	Arbuscular Mycorrhizal	NULL	NULL	Highly Probable	NULL	Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))
ASV819	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Arcopilus	na	na	na	na	na	na	na	na	na	na	na
ASV820	Ascomycota	Pezizomycotina_cls_Incertae_sedis	Pezizomycotina_ord_Incertae_sedis	Pezizomycotina_fam_Incertae_sedis	Triscelophorus	na	na	Triscelophorus	13	Symbiotroph	Endophyte	NULL	NULL	Highly Probable	Host - Rubiaceae, Marattiaceae, Rhizophoraceae, Thelypteridaceae	Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf))
ASV821	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Thysanorea	na	na	Thysanorea	13	Saprotroph	Undefined Saprotroph	NULL	Facultative Yeast	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV822	Ascomycota	Orbiliomycetes	Orbiliomycetes_ord_Incertae_sedis	Orbiliomycetes_fam_Incertae_sedis	Orbiliomycetes_gen_Incertae_sedis	na	na	na	na	na	na	na	na	na	na	na
ASV823	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Arrhenia	na	na	Arrhenia	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV824	Ascomycota	Dothideomycetes	Pleosporales	Halotthiaceae	Sulcosporium	na	na	na	na	na	na	na	na	na	na	na
ASV825	Ascomycota	Sordariomycetes	Annulatascales	Annulatascales_fam_Incertae_sedis	Annulatascales_gen_Incertae_sedis	na	na	na	na	na	na	na	na	na	na	na
ASV826	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Lamprospora	na	na	Lamprospora	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV827	Ascomycota	Pezizomycotina_cls_Incertae_sedis	Pezizomycotina_ord_Incertae_sedis	Pezizomycotina_fam_Incertae_sedis	Ciliosporella	na	na	na	na	na	na	na	na	na	na	na
ASV828	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Clitocybula	na	na	Clitocybula	13	Saprotroph	Undefined Saprotroph	NULL	Agaricoid	Probable	NULL	The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))
ASV829	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Kalmusia	na	na	Kalmusia	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV830	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Monocillium	na	na	Monocillium	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV831	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Brunneomyces	na	na	Plectosphaerellaceae	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph	NULL	Microfungus	Possible	NULL	Duncan CG, Eslyn WE. 1966. Mycologia 58:642-645 ((https://doi.org/10.2307/3757045)); Nilsson T. 1973. Studia Forestalia Suecica 104:1-40 ((https://pub.epsilon.slu.se/5711/)); Worrall JJ, et al. 1997. Mycologia 89:199-219 ((https://doi.org/10.2307/3761073)); Hanada RE, et al. 2010. Fungal Biology 114:901-910 ((https://doi.org/10.1016/j.funbio.2010.08.006)); Del Olmo-Ruiz M, Arnold AE. 2014. Mycologia 106:8-21 ((https://doi.org/10.3852/13-098)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53313-337 ((https://doi.org/10.1093/mmy/myv008)); List compiled by John Plischke III ((https://goodmushroom.weebly.com/uploads/5/7/1/7/57176535/fungi_on_fungi_pdf_lq.pdf))
ASV832	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Panellus	na	na	Panellus	13	Saprotroph	Wood Saprotroph	White Rot	Agaricoid	Probable	NULL	Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127 ((http://www.fungaldiversity.org/fdp/sfdp/FD_8_97-127.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV833	Ascomycota	Leotiomycetes	Helotiales	Mollisiaceae	Mollisia	na	na	Mollisia	13	Pathotroph-Symbiotroph	Endophyte-Plant Pathogen	NULL	Microfungus	Probable	Dark Septate Endophyte, known from plant roots.	James TY, et al. 2006. Nature 443:818-822 ((https://doi.org/10.1038/nature05110)); Tedersoo L, et al. 2014. Science 346:1256688 ((https://doi.org/10.1126/science.1256688)) (as Plant Pathogen); Taylor DL, et al. 2014. Ecological Monographs 84:3-20 ((https://esajournals.onlinelibrary.wiley.com/doi/10.1890/12-1693.1)) (as DSE)
ASV834	Entorrhizomycota	Entorrhizomycota_cls_Incertae_sedis	Entorrhizomycota_ord_Incertae_sedis	Entorrhizomycota_fam_Incertae_sedis	Entorrhizomycota_gen_Incertae_sedis	na	na	na	na	na	na	na	na	na	na	na
ASV835	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Flavocillium	na	na	na	na	na	na	na	na	na	na	na
ASV836	Ascomycota	Eurotiomycetes	Onygenales	Ajellomycetaceae	Ajellomycetaceae_gen_Incertae_sedis	na	na	Ajellomycetaceae	9	Pathotroph-Saprotroph	Animal Pathogen-Undefined Saprotroph	NULL	NULL	Probable	Facultative pathogens of human and other mammals, with saprobic phases colonizing soil, dung, dead wood etc., especially in arid conditions (Cannon & Kirk 2007); This family contains most of the serious (non-opportunistic) human pathogenic fungi, sometimes affecting healthy as well as immunocompromised people especially in the netropics (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)
ASV837	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Dactylellina	na	na	Dactylellina	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV838	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Trichocladium	na	na	Trichocladium	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV839	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Schizoporaceae_gen_Incertae_sedis	na	na	Schizoporaceae	9	Saprotroph	Wood Saprotroph	White Rot	Corticioid	Probable	Saprobic, causing white rot of standing and fallen wood of coniferous and broadleaved trees, rarely on herbaceous stems (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)
ASV840	Ascomycota	Dothideomycetes	Pleosporales	Testudinaceae	Testudinaceae_gen_Incertae_sedis	na	na	na	na	na	na	na	na	na	na	na
ASV841	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Camarophyllopsis	na	na	Camarophyllopsis	13	Saprotroph	Soil Saprotroph	NULL	Agaricoid	Probable	Unpleasant odor	Herink J. 1958. Sborník Severoceského Musea 1:53-86
ASV842	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Trichothecium	na	na	Trichothecium	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))
ASV843	Glomeromycota	Archaeosporomycetes	Archaeosporales	Ambisporaceae	Ambisporaceae_gen_Incertae_sedis	na	na	Ambisporaceae	9	Symbiotroph	Arbuscular Mycorrhizal	NULL	NULL	Highly Probable	NULL	Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))
ASV844	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizoglomus	na	na	Glomeraceae	9	Symbiotroph	Arbuscular Mycorrhizal	NULL	Microfungus	Highly Probable	NULL	Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))
ASV845	Ascomycota	Dothideomycetes	Pleosporales	Dictyosporiaceae	Dictyocheirospora	na	na	Dictyocheirospora	13	Saprotroph	Wood Saprotroph	NULL	Microfungus	Possible	NULL	Wang RX, et al. 2016. Mycosphere 7:1357-1367 ((https://doi.org/10.5943/mycosphere/7/9/9))
ASV846	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Castanedomyces	na	na	Castanedomyces	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV847	Ascomycota	Sordariomycetes	Microascales	Halosphaeriaceae	Cirrenalia	na	na	Cirrenalia	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV848	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Stachybotryaceae_gen_Incertae_sedis	na	na	na	na	na	na	na	na	na	na	na
ASV849	Ascomycota	Sordariomycetes	Sordariales	Sordariales_fam_Incertae_sedis	Madurella	na	na	Madurella	13	Pathotroph	Animal Pathogen	NULL	NULL	Probable	Opportunistic human pathogen	https://www.cdc.gov ((https://www.cdc.gov))
ASV850	Glomeromycota	Paraglomeromycetes	Paraglomerales	Pervetustaceae	Pervetustus	na	na	Paraglomerales	7	Symbiotroph	Arbuscular Mycorrhizal	NULL	NULL	Highly Probable	NULL	Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))
ASV851	Ascomycota	Dothideomycetes	Minutisphaerales	Acrogenosporaceae	Acrogenospora	na	na	Acrogenospora	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV852	Chytridiomycota	Chytridiomycetes	Chytridiales	Chytridiaceae	Dendrochytridium	na	na	Chytridiaceae	9	Pathotroph-Saprotroph	Algal Parasite-Fungal Parasite-Undefined Saprotroph	NULL	Microfungus	Probable	Saprobic or more frequently parasitic on algae (Chromista or Chlorophyta) and other chytrids (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)
ASV853	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Flagelloscypha	na	na	Flagelloscypha	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV854	Ascomycota	Dothideomycetes	Pleosporales	Nigrogranaceae	Nigrograna	na	na	Nigrograna	13	Pathotroph	Animal Pathogen	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV855	Basidiomycota	Agaricomycetes	Polyporales	Irpicaceae	Efibula	na	na	Efibula	13	Saprotroph	Wood Saprotroph	NULL	Microfungus	Possible	NULL	Floudas D, Hibbett DS. 2015. British Mycological Society 119:679-719 ((https://doi.org/10.1016/j.funbio.2015.04.003))
ASV856	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Gymnopilus	na	na	Gymnopilus	13	Saprotroph	Wood Saprotroph	White Rot	Agaricoid	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV857	Ascomycota	Dothideomycetes	Pleosporales	Teichosporaceae	Teichospora	na	na	Teichospora	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV858	Ascomycota	Sordariomycetes	Magnaporthales	Magnaporthales_fam_Incertae_sedis	Magnaporthales_gen_Incertae_sedis	na	na	na	na	na	na	na	na	na	na	na
ASV859	Ascomycota	Leotiomycetes	Leotiomycetes_ord_Incertae_sedis	Leotiomycetes_fam_Incertae_sedis	Apiculospora	na	na	na	na	na	na	na	na	na	na	na
ASV860	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Thermomyces	na	na	Thermomyces	13	Pathotroph-Symbiotroph	Endophyte-Plant Pathogen	NULL	NULL	Possible	Host - Cannabaceae, Moraceae, Oleaceae	Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf))
ASV861	Mucoromycota	Mucoromycetes	Mucorales	Rhizopodaceae	Rhizopus	na	na	Rhizopus	13	Pathotroph-Saprotroph	Plant Pathogen-Undefined Saprotroph	NULL	Microfungus	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV862	Ascomycota	Dothideomycetes	Pleosporales	Neomassarinaceae	Neomassarina	na	na	na	na	na	na	na	na	na	na	na
ASV863	Ascomycota	Dothideomycetes	Pleosporales	Dictyosporiaceae	Neodendryphiella	na	na	Dictyosporiaceae	9	Saprotroph	Undefined Saprotroph	NULL	Microfungus	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV864	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Bovista	na	na	Bovista	13	Saprotroph	Soil Saprotroph	NULL	Gasteroid	Probable	Common name - puffball	Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127 ((http://www.fungaldiversity.org/fdp/sfdp/FD_8_97-127.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV865	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Bisifusarium	na	na	Nectriaceae	9	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Fungal Parasite-Lichen Parasite-Plant Pathogen-Wood Saprotroph	NULL	Microfungus	Possible	Fusarium species are amongst the economically significant plant pathogens (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Hirooka Y, et al. 2012. Studies in Mycology 711-210 ((https://doi.org/10.3114/sim0001)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx)); https://www.cdc.gov ((https://www.cdc.gov))
ASV866	Basidiomycota	Geminibasidiomycetes	Geminibasidiales	Geminibasidiaceae	Geminibasidium	na	na	Geminibasidium	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV867	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Effuseotrichosporon	na	na	na	na	na	na	na	na	na	na	na
ASV868	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Barriopsis	na	na	Barriopsis	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV869	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Gloeotinia	na	na	Clavicipitaceae	9	Pathotroph-Symbiotroph	Endophyte-Epiphyte-Fungal Parasite-Insect Parasite	NULL	Microfungus	Possible	Parasitic, endophytic or epiphytic on Insecta, other fungi or Gamineae (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)
ASV870	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	na	na	na	na	na	na	na	na	na	na	na
ASV871	Ascomycota	Dothideomycetes	Pleosporales	Melanommataceae	Herpotrichia	na	na	Herpotrichia	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV872	Ascomycota	Sordariomycetes	Atractosporales	Conlariaceae	Conlarium	na	na	Conlarium	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV873	Basidiomycota	Exobasidiomycetes	Entylomatales	Entylomataceae	Tilletiopsis	na	na	Tilletiopsis	13	Saprotroph	Endophyte-Litter Saprotroph-Undefined Saprotroph	NULL	Microfungus-Yeast	Probable	Isolated from leaves...dead leaves (Nyland 1950)	Nyland G. 1950. Mycologia 42:487-496 ((ttps://doi.org/10.1080/00275514.1950.12017853))
ASV874	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	Hypoxylon	na	na	na	na	na	na	na	na	na	na	na
ASV875	Basidiomycota	Agaricomycetes	Polyporales	Steccherinaceae	Steccherinaceae_gen_Incertae_sedis	na	na	Steccherinaceae	9	Saprotroph	Wood Saprotroph	White Rot	Corticioid-Polyporoid	Probable	Growing on dead wood causing white rot, sometimes replacing early colonizers (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)
ASV876	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Bactrodesmium	na	na	Bactrodesmium	13	Saprotroph	Wood Saprotroph	NULL	Microfungus	Possible	Sporodochia mostly very sparsely scattered on the surface of dead rotten wood or bark, usually on the inner side of the bark of fallen branches and trunks (Holubová-Jechová 1972)	Holubová-Jechová V. 1972. Folia Geobotanica & Phytotaxonomica 7:407-418 ((https://www.jstor.org/stable/4179699))
ASV877	Basidiomycota	Agaricomycetes	Agaricales	Typhulaceae	Typhula	na	na	Typhula	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV878	Basidiomycota	Agaricomycetes	Polyporales	Hyphodermataceae	Hyphoderma	na	na	na	na	na	na	na	na	na	na	na
ASV879	Ascomycota	Eurotiomycetes	Chaetothyriales	Chaetothyriales_fam_Incertae_sedis	Uncispora	na	na	na	na	na	na	na	na	na	na	na
ASV880	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Pochonia	na	na	Pochonia	13	Pathotroph	Animal Pathogen	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
